(0_10], 12
(10_20], 73
(20_30], 4
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 12
(10_20], 73
(20_30], 4
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 12
(10_20], 73
(20_30], 4
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 0
(10_20], 0
(20_30], 0
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 12
(10_20], 73
(20_30], 4
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 0
(10_20], 0
(20_30], 0
(30_40], 0
(40_50], 0
(60_..), 0
(0_10], 12
(10_20], 73
(20_30], 4
(30_40], 0
(40_50], 0
(60_..), 0
